Player frame,Enemy Frame,Player TID/SID,Enemy TID/SID,Species,Held Item,Moves,Pokeball,Egg,Enemy Mon
3576,991,59106 22916,6697 637,0xfdf2,0x5bf9,0xfc06 0x5b03 0xfdfd 0x5a99,8,1,Clarissa Wailmer
3576,1000,59106 22916,38825 41191,0x71ca,0xf963,0x71dd 0xf963 0x714b 0xf963,6,1,Andrew Magikarp 1
3576,1017,59106 22916,291 60339,0xe641,0xb237,0xe796 0xb26e 0xe78d 0xb366,2,0,Steven Aggron
3576,1033,59106 22916,59255 62124,0x00b3,0xab28,0x0185 0xab9e 0x0179 0xab14,2,0,Taylor Dustox
3576,1044,59106 22916,51470 34592,0x2edc,0xde2f,0x2fc1 0xded0 0x2f8e 0xdeb5,3,1,Victor Taillow
3576,1044,59106 22916,51470 34592,0x2ed5,0xdea4,0x2f21 0xde5e 0x2eda 0xdfc4,9,1,Clyde Wailmer
3576,1061,59106 22916,47614 45653,0x5f37,0xebd1,0x5f5b 0xeb37 0x5f51 0xebd1,8,1,Paul Oddish
3576,1079,59106 22916,55502 65134,0x3f15,0xa7ea,0x3ed6 0xa6dc 0x3f4c 0xa7dc,4,0,Grace/Susie Wailmer
3576,1099,59106 22916,37774 57988,0x7526,0xbb00,0x7503 0xba2c 0x7534 0xbbde,1,0,Mike Geodude 1-2
3576,1099,59106 22916,37774 57988,0x7526,0xbb00,0x7503 0xba2c 0x7534 0xbbde,1,0,Mike Machop
3576,1108,59106 22916,26638 14480,0x8eec,0x6114,0x8e9a 0x6114 0xb3e5 0x6114,1,1,Alice Goldeen 1-3
3576,1127,59106 22916,62110 12173,0x1545,0x7609,0x144b 0x76c4 0x1486 0x773f,2,1,Carter Wailmer
3576,1127,59106 22916,62110 12173,0x1519,0x7609,0x14d6 0x7752 0x14f4 0x76fd,1,1,Michelle Medicham
3576,1128,59106 22916,12173 34795,0xc80a,0xde6f,0xc9c5 0xdf34 0xc9e7 0xde9b,9,1,Michelle Medicham
3576,1133,59106 22916,33224 59815,0x660a,0xb04d,0x670b 0xb00e 0x670d 0xb023,4,0,Winston/Cindy Zigzagoon
3576,1153,59106 22916,6351 11268,0xff52,0x7580,0xfe03 0x75a4 0xfeca 0x7536,2,1,Samuel Lairon
3576,1157,59106 22916,36930 58114,0x7782,0xba86,0x7681 0xbad7 0x76a0 0xba86,6,0,Rick Wurmple 1-2
3576,1157,59106 22916,36930 58114,0x77be,0xba86,0x7681 0xbbd6 0x76a0 0xba86,6,0,Allen Poochyena
3576,1164,59106 22916,33362 30464,0x64b0,0x2e84,0x6580 0x2e84 0x658a 0x2e84,2,0,Billy Taillow
3576,1169,59106 22916,20903 34355,0xb73d,0xdfb7,0xb660 0xdf36 0xb778 0xdfdc,2,1,Caleb Staryu 1-4
3576,1176,59106 22916,28439 33960,0x888d,0xdda2,0x88b9 0xdc0d 0x89fb 0xdd8f,2,1,Sidney Absol
3576,1184,59106 22916,56617 19253,0x3b83,0x12b1,0x3bfb 0x1235 0x3bf8 0x128c,1,0,Carter/Austin Tentacool 3
3576,1209,59106 22916,61940 25904,0x1644,0x3cb4,0x1774 0x3c65 0x162a 0x3c9a,6,0,Walter Manectric
3576,1230,59106 22916,59459 14943,0x0ea1,0x63db,0x0e20 0x63db 0x8d77 0x63db,4,1,Eugene Magikarp
3576,1234,59106 22916,36779 44215,0x6867,0xf533,0x6921 0xf5e1 0x692e 0xf53d,12,1,Kent Ninjask
3576,1239,59106 22916,54327 35194,0x32d5,0xd0fe,0x33e3 0xd0fe 0xab5d 0xd0fe,10,1,Beck Pelipper 1-2
3576,1241,59106 22916,40338 42315,0x7a3f,0xfccf,0x7b51 0xfcbb 0x7a54 0xfccf,9,1,Anna & Meg Makuhita
3576,1251,59106 22916,36909 44327,0x76cf,0xf4a3,0x7791 0xf4a3 0x73a9 0xf4a3,1,1,Simon Azurill
3576,1270,59106 22916,14842 45078,0xde2d,0xe992,0xdf35 0xe9a5 0xdf28 0xe983,1,1,Paul Wingull
3576,1272,59106 22916,32172 63946,0x9b06,0xa04e,0x9b66 0xa07e 0x9bca 0xa07d,4,0,Carter Tentacool 1
3576,1287,59106 22916,838 32970,0xe5f5,0xd94e,0xe49b 0xd96f 0xe5f0 0xd97e,9,1,Jasmine Magnemite 1-2
3576,1292,59106 22916,19486 8918,0xaafc,0x7b52,0xaa8a 0x7b52 0xa269 0x7b52,7,1,Johanna Goldeen
3576,1299,59106 22916,33711 39133,0x654d,0xc159,0x641e 0xc159 0x4cd5 0xc159,8,1,Shirley Numel
3576,1304,59106 22916,40382 15589,0x7b2a,0x6561,0x7b1c 0x6546 0x7a06 0x6551,8,1,Lydia Goldeen
3576,1357,59106 22916,22187 61352,0xb117,0xb62c,0xb0df 0xb6e0 0xb06e 0xb6bd,6,0,Lola Azurill 1-2
3576,1357,59106 22916,22187 61352,0xb1c0,0xb62c,0xb112 0xb672 0xb157 0xb6d4,1,0,Alexis Kirlia
3576,1383,59106 22916,63804 58275,0x1f9d,0xba27,0x1fdc 0xba62 0x1f1f 0xbb30,4,0,Yuji Machoke
3576,1390,59106 22916,9218 54604,0xc392,0x8cc8,0xc2e1 0x8c35 0xc3d6 0x8d98,2,0,Gabby & Ty 1 Whismur
3576,1390,59106 22916,9218 54604,0xc2a3,0x8cc8,0xc2a5 0x8c09 0xc3f7 0x8c21,1,0,Hitoshi Machoke 1-2
3576,1392,59106 22916,54481 41436,0x330e,0xf858,0x328a 0xf8c2 0x320f 0xf83f,4,1,Justin Kecleon
3576,1394,59106 22916,57960 12571,0x048a,0x689f,0x05d3 0x689f 0xcf15 0x689f,2,1,Sebastian Cacturne
3576,1397,59106 22916,1773 18132,0xe079,0x1f50,0xe03f 0x1f4e 0xe0a0 0x1f4f,1,0,Katie Goldeen
3576,1414,59106 22916,40562 60400,0x79c6,0xb274,0x7845 0xb357 0x7992 0xb24f,1,0,Glacia Sealeo 3
3576,1419,59106 22916,20837 15998,0xb6ec,0x67fa,0xb6de 0x67b3 0xb74d 0x67a6,1,1,Wally Rematch 2 Roselia
3576,1419,59106 22916,20837 15998,0xb6ec,0x67fa,0xb6de 0x67b3 0xb74d 0x67a6,1,1,Wally Rematch 2 Roselia
3576,1422,59106 22916,3909 2084,0xe892,0x51a0,0xe98a 0x5197 0xe997 0x51a0,2,1,Edmond/Lydia Wingull 1-2
3576,1440,59106 22916,62822 5749,0x1384,0x4ff1,0x1305 0x4ff1 0x9052 0x4ff1,9,1,Eugene Magikarp
3576,1440,59106 22916,62822 5749,0x12e1,0x4ff1,0x132e 0x4eaa 0x130c 0x4f05,1,1,Vincent Medicham
3576,1441,59106 22916,5749 58113,0xf1b7,0xba85,0xf0ba 0xbaa2 0xf08a 0xba99,1,0,Eddie Zigzagoon 2
3576,1447,59106 22916,26296 46212,0x8178,0xed00,0x807b 0xed51 0x8072 0xed00,1,1,Donald/Taylor Wurmple
3576,1455,59106 22916,8177 25250,0xf826,0x3b26,0xf93e 0x3b11 0xf923 0x3b37,3,0,Paul Wingull
3576,1459,59106 22916,43068 229,0x4eb3,0x5961,0x4eff 0x591a 0x4ede 0x5961,2,1,Lao Koffing 4
3576,1475,59106 22916,28702 42208,0x96fc,0xfd64,0x968a 0xfd64 0xabf5 0xfd64,5,1,Beth Goldeen
3576,1477,59106 22916,23821 34108,0xba9c,0xdcb8,0xbad9 0xdde8 0xbbdf 0xdcaf,2,1,Gabby & Ty 3 Loudred
3576,1484,59106 22916,49414 43370,0x26cf,0xf0ee,0x27ae 0xf1e5 0x2718 0xf1ed,12,1,Jenna Nuzleaf
3576,1484,59106 22916,49414 43370,0x27e4,0xf0ee,0x26cf 0xf0ee 0x6c37 0xf0ee,12,1,Carlos Nuzleaf
3576,1487,59106 22916,42684 58521,0x4179,0xbd1d,0x4168 0xbd30 0x4019 0xbd1d,6,0,Haley Lotad
3576,1490,59106 22916,7006 41074,0xfdbc,0xf9f6,0xfc89 0xf9f6 0xe777 0xf9f6,3,1,Bernie Wingull
3576,1505,59106 22916,25726 38104,0x83dc,0xcd5c,0x82ca 0xcdc1 0x8255 0xcdc0,9,1,Michelle Nosepass
3576,1512,59106 22916,13270 12346,0xd403,0x69be,0xd556 0x6958 0xd46e 0x6983,8,1,Brent Surskit
3576,1527,59106 22916,30556 64742,0x91be,0xa562,0x9097 0xa562 0x1082 0xa562,4,0,Warren Ludicolo
3576,1538,59106 22916,50419 62154,0x220a,0xab4e,0x224a 0xab52 0x2239 0xabed,5,0,Drew Sandshrew
3576,1542,59106 22916,50405 9683,0x2331,0x7c57,0x2231 0x7ce1 0x22f9 0x7d57,1,1,Benny Pelipper
3576,1543,59106 22916,9683 50285,0xc331,0x9de9,0xc363 0x9de9 0x4f50 0x9de9,3,0,Gabby & Ty 4 Magneton
3576,1560,59106 22916,12954 59201,0xd54d,0xbec5,0xd44f 0xbef5 0xd469 0xbef3,7,0,Perry Wingull
3576,1577,59106 22916,59233 25371,0x00cd,0x3a9f,0x01d8 0x3a7e 0x0190 0x3a56,4,0,Drake Flygon 3
3576,1581,59106 22916,55879 27586,0x3c12,0x3246,0x3c82 0x3271 0x3c68 0x327b,6,0,Missy Marill
3576,1595,59106 22916,33079 42760,0x66fe,0xfe8c,0x679f 0xff87 0x6729 0xff8f,3,1,Jenna Nuzleaf
3576,1595,59106 22916,33079 42760,0x67d5,0xfe8c,0x66fe 0xfe8c 0x2c06 0xfe8c,3,1,Carlos Nuzleaf
3576,1596,59106 22916,42760 21280,0x41a8,0x0aa4,0x41a9 0x0a8f 0x419e 0x0aa4,1,0,Edmond Machop
3576,1614,59106 22916,19656 19568,0xaa7b,0x15f4,0xaa1a 0x15c5 0xaa7c 0x1525,2,0,Gabby & Ty 2 Magnemite
3576,1624,59106 22916,63748 34908,0x1e92,0xd1d8,0x1ed0 0xd1cf 0x1fd6 0xd0e8,10,1,Gabby & Ty 6 Loudred
3576,1653,59106 22916,57925 43585,0x04a7,0xf3c5,0x0410 0xf3c5 0x11c8 0xf3c5,6,1,Nancy Marill
3576,1664,59106 22916,2121 37074,0xef83,0xc956,0xef9d 0xc97b 0xeeec 0xc85d,9,1,Carol Lombre
3576,1684,59106 22916,12320 1697,0xd643,0x5f25,0xd654 0x5f04 0xd6c2 0x5f25,11,1,Andrew Magikarp 2
3576,1687,59106 22916,10990 52432,0xcd3a,0x9554,0xcc1d 0x9564 0xcc3a 0x95e2,1,0,Alex Pelipper
3576,1688,59106 22916,52432 64864,0x2b62,0xa4e4,0x2adb 0xa418 0x2a20 0xa5fe,4,0,Atsushi Hariyama
3576,1697,59106 22916,185 47006,0xe65b,0xee1a,0xe76d 0xee1a 0x7fd3 0xee1a,1,1,Beck Pelipper 1-2
3576,1715,59106 22916,51782 30892,0x2d9d,0x2128,0x2c69 0x21d2 0x2d92 0x2048,4,0,Clarissa Wailmer
3576,1716,59106 22916,30892 20486,0x9e0c,0x0982,0x9e4c 0x09c7 0x9e8f 0x0895,2,0,Koichi Machop
3576,1716,59106 22916,30892 20486,0x9e0d,0x0982,0x9e4c 0x09c7 0x9e8f 0x0895,2,0,Koichi Machoke
3576,1717,59106 22916,20486 41410,0xb7df,0xf846,0xb631 0xf869 0xb6e7 0xf954,9,1,Martha Skitty
3576,1723,59106 22916,23001 52543,0xbe0a,0x94bb,0xbf59 0x94aa 0xbf53 0x95a0,2,0,Rival 4 Swellow
3576,1728,59106 22916,40456 27228,0x79d1,0x3353,0x79f8 0x3314 0x7853 0x330f,4,0,Colton Skitty 3
3576,1738,59106 22916,48354 61668,0x5b5e,0xa960,0x5a96 0xa9ac 0x5a27 0xa9f1,4,0,Lola Azurill 1-2
3576,1738,59106 22916,48354 61668,0x5a00,0xa960,0x5b23 0xa960 0x6709 0xa960,4,0,Donald Silcoon
3576,1738,59106 22916,48354 61668,0x5b25,0xa960,0x5a6a 0xa960 0x5a00 0xa960,4,0,Taylor Cascoon
3576,1738,59106 22916,48354 61668,0x5b88,0xa960,0x5a64 0xa83b 0x5a5e 0xa87e,5,0,William Ralts
3576,1748,59106 22916,868 55356,0xe59d,0x81b8,0xe58c 0x81d7 0xe59a 0x8190,1,0,Shane Sandshrew
3576,1753,59106 22916,34956 1395,0x6e03,0x5cf7,0x6ee5 0x5cd6 0x6e15 0x5c8f,9,1,Lao Koffing 1+3
3576,1758,59106 22916,45124 59418,0x57e4,0xb19e,0x561f 0xb084 0x56cb 0xb169,4,0,Caroline Sableye
3576,1774,59106 22916,10787 63898,0xcdf0,0xa01e,0xcca3 0xa00f 0xcca9 0xa105,1,0,Alex Swellow
3576,1775,59106 22916,63898 56052,0x1f15,0x8370,0x1f59 0x830b 0x1f78 0x8370,1,0,Lao Koffing 4
3576,1779,59106 22916,39275 43055,0x7ead,0xf1ab,0x7f99 0xf1e5 0x7f63 0xf1e3,4,1,Donald Beautifly
3576,1790,59106 22916,12388 34909,0xd7bf,0xd1d9,0xd67c 0xd0ef 0xd7e6 0xd1ef,1,1,Jonah Wailmer 1
3576,1795,59106 22916,48159 4940,0x5bbf,0x4ac8,0x5a44 0x4bd2 0x5a90 0x4a3f,1,1,Vincent Sableye
3576,1798,59106 22916,21826 38212,0xb3a0,0xccc0,0xb292 0xccc0 0xb312 0xccc0,9,1,Haley Shroomish
3576,1798,59106 22916,21826 38212,0xb2c1,0xccc0,0xb38d 0xcc96 0xb3c2 0xcdce,9,1,Amy & Liv Plusle
3576,1798,59106 22916,21826 38212,0xb2c2,0xccc0,0xb38d 0xcc96 0xb3c2 0xcdce,9,1,Amy & Liv Minun
3576,1798,59106 22916,21826 38212,0xb3e0,0xccc0,0xb39c 0xccb3 0xb3c9 0xcc38,8,1,Kayla Kadabra
3576,1798,59106 22916,21826 38212,0xb3e8,0xccc0,0xb390 0xcc44 0xb393 0xccfd,9,1,Carter/Austin Tentacool 3
3576,1826,59106 22916,62384 8910,0x1474,0x7b4a,0x1542 0x7bfc 0x15be 0x7b76,2,1,Taylor Dustox
3576,1853,59106 22916,44159 1124,0x4bc1,0x5de0,0x4ac5 0x5dbf 0x4a08 0x5ca2,10,1,Jacki Lunatone
3576,1854,59106 22916,1124 33376,0xe3bf,0xdbe4,0xe210 0xdbc9 0xe2b1 0xdb29,4,1,Dale Wailmer
3576,1854,59106 22916,1124 33376,0xe3a0,0xdbe4,0xe230 0xdb08 0xe2ba 0xdbf6,8,1,Miu & Yuki Dustox
3576,1876,59106 22916,52756 31966,0x2874,0x255a,0x28da 0x2508 0x28dd 0x25b5,4,0,Roger/Barry Gyarados
3576,1876,59106 22916,52756 31966,0x298c,0x255a,0x2858 0x25ee 0x29f3 0x25e3,1,0,Patricia Banette
3576,1877,59106 22916,31966 851,0x9bbc,0x5ad7,0x9a6b 0x5a8e 0x9a70 0x5b86,10,1,Steven Aggron
3576,1887,59106 22916,53296 45205,0x36d2,0xe911,0x36aa 0xe911 0xd502 0xe911,12,1,Isaiah Staryu
3576,1887,59106 22916,53296 45205,0x36aa,0xe911,0x37f7 0xe990 0x36ef 0xe97a,12,1,Katelyn Staryu
3576,1896,59106 22916,13580 49010,0xd3bc,0xe6f6,0xd3de 0xe6a3 0xd34f 0xe691,8,1,Wally Rematch 2 Magneton
3576,1896,59106 22916,13580 49010,0xd3bc,0xe6f6,0xd3de 0xe6a3 0xd34f 0xe691,8,1,Wally Rematch 2 Magneton
3576,1899,59106 22916,2631 43114,0xecef,0xf1ee,0xecca 0xf0c2 0xecfd 0xf130,4,1,Mike Geodude 1-2
3576,1899,59106 22916,2631 43114,0xecef,0xf1ee,0xecca 0xf0c2 0xecfd 0xf130,4,1,Mike Machop
3576,1899,59106 22916,2631 43114,0xecef,0xf1ee,0xed89 0xf1b6 0xec7b 0xf196,10,1,Alan Geodude
3576,1900,59106 22916,43114 33184,0x4faa,0xd824,0x4ea9 0xd875 0x4e88 0xd824,2,1,Lyle Wurmple 1-6
3576,1916,59106 22916,60111 42838,0x0c2d,0xfed2,0x0c55 0xfed2 0xb3c7 0xfed2,2,1,Cody/Jack Staryu
3576,1919,59106 22916,2025 41787,0xe10b,0xfabf,0xe172 0xfabf 0x3a4d 0xfabe,12,1,Leroy Starmie
3576,1920,59106 22916,41787 20570,0x44be,0x09de,0x4495 0x0905 0x4538 0x0883,1,0,Wally Rematch 1 Altaria
3576,1929,59106 22916,31740 56675,0x9dac,0x84e7,0x9d7b 0x8483 0x9c0f 0x841f,1,0,Benny Xatu
3576,1966,59106 22916,35045 35006,0x6f6c,0xd13a,0x6f5e 0xd173 0x6ecd 0xd166,10,1,Wally Rematch 2 Roselia
3576,1966,59106 22916,35045 35006,0x6f6c,0xd13a,0x6f5e 0xd173 0x6ecd 0xd166,10,1,Wally Rematch 2 Roselia
3576,1972,59106 22916,47943 11827,0x5c8e,0x77b7,0x5dcf 0x77fd 0x5cae 0x774b,1,1,Shane Nuzleaf
3576,1980,59106 22916,61610 4216,0x1625,0x49fc,0x1669 0x4987 0x1648 0x49fc,2,1,Lao Koffing 4
3576,1981,59106 22916,4216 28618,0xf7e9,0x364e,0xf7ac 0x371e 0xf6aa 0x3659,6,0,Ruben Loudred
3576,1982,59106 22916,28618 10552,0x8843,0x70bc,0x8871 0x70f5 0x89e2 0x70e0,4,1,Wally Rematch 2 Roselia
3576,1982,59106 22916,28618 10552,0x8843,0x70bc,0x8871 0x70f5 0x89e2 0x70e0,4,1,Wally Rematch 2 Roselia
3576,1984,59106 22916,41247 51109,0x46dd,0x9e21,0x47d0 0x9e06 0x47e0 0x9e3d,1,0,Eddie Zigzagoon 2
3576,1988,59106 22916,28780 26427,0x97f1,0x3ebf,0x96aa 0x3e58 0x9638 0x3f80,8,0,Elaine Lairon
3576,2039,59106 22916,47509 58261,0x5f77,0xba11,0x5e3b 0xba11 0x51a1 0xba11,3,0,Neal Trapinch
3576,2046,59106 22916,39344 13965,0x7e00,0x6f09,0x7f30 0x6fd8 0x7e6e 0x6f27,2,1,Walter Manectric
3576,2051,59106 22916,7193 20338,0xfafb,0x16f6,0xfbdf 0x16f6 0xf7d4 0x16f6,2,0,Derek Beautifly
3576,2052,59106 22916,20338 41756,0xa990,0xfa98,0xa8e3 0xfa98 0x921c 0xfa98,7,1,Gabby & Ty 2 Loudred
3576,2061,59106 22916,47645 11511,0x5ddb,0x7573,0x5cef 0x753d 0x5c15 0x753b,10,1,Donald Beautifly
3576,2061,59106 22916,47645 11511,0x5c47,0x7573,0x5cd8 0x7544 0x5c32 0x754e,4,1,Dana Azumarill
3576,2066,59106 22916,14169 61447,0xd0d0,0xa983,0xd1fc 0xa9c9 0xd193 0xa983,4,0,Lydia Roselia
3576,2081,59106 22916,38215 41307,0x73a5,0xf8df,0x72ea 0xf8df 0x2f75 0xf8df,11,1,Atsushi Makuhita
3576,2099,59106 22916,16746 6564,0xa7fc,0x4020,0xa7e4 0x400b 0xa7bf 0x40cf,8,1,Linda Horsea
3576,2099,59106 22916,16746 6564,0xa788,0x4020,0xa7fd 0x4020 0x3e00 0x4020,8,1,Linda Seadra
3576,2118,59106 22916,48982 28946,0x58e4,0x2896,0x5890 0x287f 0x5948 0x2884,2,0,Timothy Hariyama
3576,2126,59106 22916,22628 20154,0xbfaa,0x173e,0xbe87 0x1754 0xbecc 0x1635,1,0,Vito Shiftry
3576,2138,59106 22916,26074 1171,0x8274,0x5d17,0x8314 0x5d4c 0x8381 0x5c5f,2,1,Clyde Trapinch
3576,2153,59106 22916,43943 33866,0x4d0f,0xddce,0x4d2a 0xdce2 0x4d1d 0xdd10,4,1,Trent Geodude 1-4
3576,2190,59106 22916,44504 9223,0x4b88,0x7d83,0x4b5f 0x7de7 0x4a2b 0x7d7b,11,1,Benny Xatu
3576,2190,59106 22916,44504 9223,0x4b3a,0x7d83,0x4b88 0x7d83 0xb13a 0x7d83,2,1,Alexis Xatu
3576,2193,59106 22916,27166 43392,0x8d97,0xf004,0x8cb6 0xf04a 0x8cb4 0xf04d,10,1,Tyra & Ivy Roselia
3576,2194,59106 22916,43392 2842,0x4e4b,0x529e,0x4e54 0x52b3 0x4f25 0x5395,2,1,Michelle Ludicolo
3576,2215,59106 22916,45462 9998,0x56f7,0x7e8a,0x5798 0x7ee8 0x5665 0x7e69,1,1,Greg Illumise
3576,2220,59106 22916,49140 29018,0x5916,0x28de,0x590a 0x28de 0x0cd6 0x28de,5,0,Chip Sandslash
3576,2221,59106 22916,29018 34233,0x96c1,0xdc3d,0x97df 0xdc58 0x9716 0xdc89,1,1,Kindra Shuppet
3576,2228,59106 22916,39094 37028,0x7fdc,0xc920,0x7e79 0xc97d 0x7e3c 0xc944,8,1,Ted Ralts
3576,2249,59106 22916,29423 42340,0x9523,0xfce0,0x9465 0xfc32 0x946a 0xfcee,4,1,Tsunao Ninjask
3576,2250,59106 22916,42340 9240,0x42bd,0x7d17,0x4294 0x7d50 0x433f 0x7d4b,7,1,Colton Skitty 3
3576,2324,59106 22916,61534 13388,0x1789,0x6dc8,0x168b 0x6df8 0x16ad 0x6dfe,9,1,Missy Wingull
3576,2342,59106 22916,40321 4717,0x7b2b,0x4be9,0x7be7 0x4bda 0x7b5e 0x4bca,2,1,Spencer Tentacool 1-3
3576,2345,59106 22916,6622 8265,0xfe4e,0x79cd,0xff3d 0x7930 0xfe0a 0x789d,5,1,Tori & Tia Whismur 1-2
3576,2346,59106 22916,8265 21436,0xc687,0x0a38,0xc6e5 0x0a77 0xc698 0x0ad4,1,0,Alexa Gloom
3576,2351,59106 22916,17086 4721,0xa522,0x4bf5,0xa4e1 0x4be8 0xa4b4 0x4abb,9,1,Steve/Dillon Aron
3576,2370,59106 22916,40310 61000,0x7be2,0xb7cc,0x7bd4 0xb7eb 0x7ace 0xb7fc,4,0,Lydia Goldeen
3576,2371,59106 22916,61000 10402,0x08aa,0x7126,0x081d 0x7126 0x0039 0x7126,6,1,Robin Marill
3576,2373,59106 22916,60593 153,0x0b39,0x5993,0x0aa4 0x5927 0x0a3e 0x5944,1,1,Phoebe Dusclops 5
3576,2387,59106 22916,42284 27879,0x43ce,0x3563,0x4244 0x3563 0x5fce 0x3561,2,0,Wally Rematch 1 Gardevoir
3576,2403,59106 22916,39980 16617,0x7ba9,0x196d,0x7a15 0x195b 0x7aea 0x198c,4,0,Nicolas Altaria 1-2
3576,2422,59106 22916,62013 42871,0x1467,0xfef3,0x14f8 0xfec4 0x1412 0xfece,7,1,Dana Azumarill
3576,2423,59106 22916,42871 36557,0x418e,0xd749,0x41ce 0xd755 0x41bd 0xd7ea,8,1,Drew Sandshrew
3576,2431,59106 22916,61712 46300,0x1745,0xed58,0x17c5 0xed95 0x17cf 0xed7e,12,1,Grace/Dana Marill
3576,2431,59106 22916,61712 46300,0x16c1,0xed58,0x17bb 0xed10 0x17ef 0xedef,9,1,Jill Breloom
3576,2442,59106 22916,43186 9896,0x4f77,0x7f2c,0x4e7d 0x7f6b 0x4f5b 0x7f1a,1,1,Jenna Lotad
3576,2442,59106 22916,43186 9896,0x4f6d,0x7f2c,0x4e6c 0x7f4b 0x4ef3 0x7f88,3,1,Owen Kecleon
3576,2445,59106 22916,6709 57585,0xfdbc,0xb975,0xfc90 0xb93f 0xfcff 0xb975,7,0,Lydia Roselia
